Handle;Block;Attribute;Matricule;X;Y;Z;Altitude;Delta
'42306;TCPOINT;MAT;9487;1491760,88;3238450,32;39,73;39,73;0,00
'41E0E;TCPOINT;MAT;9169;1491740,89;3238445,29;0,00;39,73;39,73
'40F82;TCPOINT;MAT;8238;1491690,97;3238380,21;0,00;39,73;39,73
'42F2E;TCPOINT;MAT;10265;1491850,89;3238455,45;39,74;39,74;0,00
'42B96;TCPOINT;MAT;10035;1491810,86;3238470,39;39,74;39,74;0,00
'420A6;TCPOINT;MAT;9335;1491750,88;3238450,30;0,00;39,74;39,74
'42F2A;TCPOINT;MAT;10264;1491850,88;3238460,45;39,75;39,75;0,00
'416BE;TCPOINT;MAT;8701;1491716,02;3238350,24;0,00;39,75;39,75
'4138A;TCPOINT;MAT;8496;1491705,90;3238435,24;0,00;39,75;39,75
'42E22;TCPOINT;MAT;10198;1491835,88;3238460,43;39,76;39,76;0,00
'42D3A;TCPOINT;MAT;10140;1491825,87;3238465,41;39,76;39,76;0,00
'4241E;TCPOINT;MAT;9557;1491765,88;3238455,33;39,76;39,76;0,00
'42622;TCPOINT;MAT;9686;1491775,87;3238460,34;39,77;39,77;0,00
'8697;TCPOINT;MAT;150;1491754,37;3238372,30;39,77;39,77;0,00
'42F32;TCPOINT;MAT;10266;1491850,90;3238450,44;39,78;39,78;0,00
'42EDE;TCPOINT;MAT;10245;1491845,89;3238455,44;39,78;39,78;0,00
'42E26;TCPOINT;MAT;10199;1491835,89;3238455,42;39,78;39,78;0,00
'42DB6;TCPOINT;MAT;10171;1491830,88;3238460,42;39,78;39,78;0,00
'427F2;TCPOINT;MAT;9802;1491785,86;3238465,36;39,78;39,78;0,00
'421DE;TCPOINT;MAT;9413;1491755,88;3238450,31;39,78;39,78;0,00
'41266;TCPOINT;MAT;8423;1491701,01;3238350,22;0,00;39,78;39,78
'410FA;TCPOINT;MAT;8332;1491696,00;3238360,21;0,00;39,78;39,78
'40E02;TCPOINT;MAT;8142;1491685,92;3238415,21;0,00;39,78;39,78
'42F76;TCPOINT;MAT;10283;1491855,90;3238450,45;39,79;39,79;0,00
'869B;TCPOINT;MAT;151;1491761,82;3238375,50;39,79;39,79;0,00
'42F7A;TCPOINT;MAT;10284;1491855,90;3238445,45;39,80;39,80;0,00
'42CBA;TCPOINT;MAT;10108;1491820,87;3238465,40;39,81;39,81;0,00
'42AF6;TCPOINT;MAT;9995;1491805,86;3238470,38;39,81;39,81;0,00
'4252A;TCPOINT;MAT;9624;1491770,88;3238455,33;39,81;39,81;0,00
'428C6;TCPOINT;MAT;9855;1491790,87;3238465,36;39,82;39,82;0,00
'42712;TCPOINT;MAT;9746;1491780,87;3238460,35;39,82;39,82;0,00
'41F66;TCPOINT;MAT;9255;1491745,89;3238445,30;0,00;39,82;39,82
'41B36;TCPOINT;MAT;8987;1491730,89;3238440,27;0,00;39,82;39,82
'41502;TCPOINT;MAT;8590;1491710,90;3238435,25;0,00;39,82;39,82
'85F7;TCPOINT;MAT;110;1491772,48;3238369,86;39,82;39,82;0,00
'42E86;TCPOINT;MAT;10223;1491840,89;3238455,43;39,83;39,83;0,00
'42E2A;TCPOINT;MAT;10200;1491835,89;3238450,42;39,83;39,83;0,00
'40DF6;TCPOINT;MAT;8139;1491685,90;3238430,21;0,00;39,83;39,83
'42422;TCPOINT;MAT;9558;1491765,88;3238450,33;39,84;39,84;0,00
'4167A;TCPOINT;MAT;8684;1491715,90;3238435,25;0,00;39,84;39,84
'40F5A;TCPOINT;MAT;8228;1491690,90;3238430,22;0,00;39,84;39,84
'42EE2;TCPOINT;MAT;10246;1491845,90;3238450,44;39,85;39,85;0,00
'4181E;TCPOINT;MAT;8789;1491720,90;3238435,26;0,00;39,85;39,85
'86F3;TCPOINT;MAT;173;1491711,51;3238345,29;0,00;39,85;39,85
'42FBA;TCPOINT;MAT;10300;1491860,91;3238440,46;39,86;39,86;0,00
'42E8A;TCPOINT;MAT;10224;1491840,89;3238450,43;39,86;39,86;0,00
'42D3E;TCPOINT;MAT;10141;1491825,88;3238460,41;39,86;39,86;0,00
'4185E;TCPOINT;MAT;8805;1491721,01;3238355,25;0,00;39,86;39,86
'413CE;TCPOINT;MAT;8513;1491706,01;3238350,23;0,00;39,87;39,87
'40DFA;TCPOINT;MAT;8140;1491685,91;3238425,21;0,00;39,87;39,87
'42DBA;TCPOINT;MAT;10172;1491830,89;3238455,42;39,88;39,88;0,00
'86B3;TCPOINT;MAT;157;1491779,72;3238379,69;39,88;39,88;0,00
'91567;TCPOINT;MAT;1239;1491671,93;3238373,07;0,00;39,89;39,89
'42F7E;TCPOINT;MAT;10285;1491855,91;3238440,45;39,89;39,89;0,00
'42F36;TCPOINT;MAT;10267;1491850,90;3238445,44;39,89;39,89;0,00
'421E2;TCPOINT;MAT;9414;1491755,89;3238445,31;39,89;39,89;0,00
'420AA;TCPOINT;MAT;9336;1491750,89;3238445,30;0,00;39,89;39,89
'86AB;TCPOINT;MAT;155;1491773,74;3238377,88;39,89;39,89;0,00
'90E53;TCPOINT;MAT;786;1491653,85;3238429,70;0,00;39,90;39,90
'42FBE;TCPOINT;MAT;10301;1491860,92;3238435,46;39,90;39,90;0,00
'42C2E;TCPOINT;MAT;10073;1491815,87;3238465,40;39,90;39,90;0,00
'4230A;TCPOINT;MAT;9488;1491760,89;3238445,32;39,90;39,90;0,00
'41546;TCPOINT;MAT;8607;1491711,02;3238350,23;0,00;39,90;39,90
'410F6;TCPOINT;MAT;8331;1491695,99;3238365,21;0,00;39,90;39,90
'410C2;TCPOINT;MAT;8318;1491695,90;3238430,22;0,00;39,90;39,90
'42626;TCPOINT;MAT;9687;1491775,88;3238455,34;39,91;39,91;0,00
'41CAA;TCPOINT;MAT;9080;1491735,89;3238440,28;0,00;39,91;39,91
'9147B;TCPOINT;MAT;1180;1491671,13;3238376,52;0,00;39,92;39,92
'90FAB;TCPOINT;MAT;872;1491666,29;3238386,71;0,00;39,92;39,92
'42EE6;TCPOINT;MAT;10247;1491845,90;3238445,44;39,92;39,92;0,00
'4298E;TCPOINT;MAT;9905;1491795,87;3238465,37;39,92;39,92;0,00
'40DFE;TCPOINT;MAT;8141;1491685,91;3238420,21;0,00;39,92;39,92
'86CF;TCPOINT;MAT;164;1491737,32;3238363,78;0,00;39,92;39,92
'85DB;TCPOINT;MAT;103;1491706,50;3238331,03;0,00;39,92;39,92
'41226;TCPOINT;MAT;8407;1491700,90;3238430,23;0,00;39,93;39,93
'86BB;TCPOINT;MAT;159;1491782,29;3238381,08;39,93;39,93;0,00
'86AF;TCPOINT;MAT;156;1491776,87;3238379,69;39,93;39,93;0,00
'42FF6;TCPOINT;MAT;10315;1491865,93;3238425,46;39,94;39,94;0,00
'42F82;TCPOINT;MAT;10286;1491855,92;3238435,45;39,95;39,95;0,00
'41E12;TCPOINT;MAT;9170;1491740,89;3238440,29;0,00;39,95;39,95
'85FB;TCPOINT;MAT;111;1491780,69;3238372,13;39,95;39,95;0,00
'42CBE;TCPOINT;MAT;10109;1491820,88;3238460,40;39,96;39,96;0,00
'4252E;TCPOINT;MAT;9625;1491770,88;3238450,33;39,96;39,96;0,00
'419B6;TCPOINT;MAT;8891;1491725,90;3238435,27;0,00;39,96;39,96
'85D7;TCPOINT;MAT;102;1491695,35;3238323,64;0,00;39,96;39,96
'43026;TCPOINT;MAT;10327;1491870,95;3238415,47;0,00;39,97;39,97
'42E8E;TCPOINT;MAT;10225;1491840,90;3238445,43;39,97;39,97;0,00
'42DBE;TCPOINT;MAT;10173;1491830,89;3238450,42;39,97;39,97;0,00
'42D42;TCPOINT;MAT;10142;1491825,88;3238455,41;39,97;39,97;0,00
'427F6;TCPOINT;MAT;9803;1491785,87;3238460,35;39,97;39,97;0,00
'41262;TCPOINT;MAT;8422;1491701,01;3238355,22;0,00;39,97;39,97
'42FC2;TCPOINT;MAT;10302;1491860,93;3238430,46;39,98;39,98;0,00
'41F6A;TCPOINT;MAT;9256;1491745,89;3238440,30;0,00;39,98;39,98
'410F2;TCPOINT;MAT;8330;1491695,99;3238370,21;0,00;39,98;39,98
'40F7E;TCPOINT;MAT;8237;1491690,96;3238385,21;0,00;39,98;39,98
'40F5E;TCPOINT;MAT;8229;1491690,91;3238425,22;0,00;39,98;39,98
'86CB;TCPOINT;MAT;163;1491726,34;3238358,10;0,00;39,99;39,99
'42F3A;TCPOINT;MAT;10268;1491850,91;3238440,44;40,00;40,00;0,00
'42CC2;TCPOINT;MAT;10110;1491820,88;3238455,40;40,00;40,00;0,00
'42B9A;TCPOINT;MAT;10036;1491810,87;3238465,39;40,00;40,00;0,00
'42A4A;TCPOINT;MAT;9952;1491800,87;3238465,38;40,00;40,00;0,00
'41CE6;TCPOINT;MAT;9095;1491736,00;3238365,27;0,00;40,00;40,00
'41CAE;TCPOINT;MAT;9081;1491735,90;3238435,28;0,00;40,00;40,00
'41B3A;TCPOINT;MAT;8988;1491730,90;3238435,27;0,00;40,00;40,00
'86F7;TCPOINT;MAT;174;1491713,40;3238346,68;0,00;40,00;40,00
'42AFA;TCPOINT;MAT;9996;1491805,87;3238465,38;40,01;40,01;0,00
'42426;TCPOINT;MAT;9559;1491765,89;3238445,32;40,01;40,01;0,00
'42FFA;TCPOINT;MAT;10316;1491865,94;3238420,46;40,02;40,02;0,00
'42716;TCPOINT;MAT;9747;1491780,88;3238455,35;40,02;40,02;0,00
'42E2E;TCPOINT;MAT;10201;1491835,90;3238445,42;40,03;40,03;0,00
'42C32;TCPOINT;MAT;10074;1491815,88;3238460,40;40,03;40,03;0,00
'428CA;TCPOINT;MAT;9856;1491790,87;3238460,36;40,03;40,03;0,00
'420AE;TCPOINT;MAT;9337;1491750,89;3238440,30;0,00;40,03;40,03
'40F7A;TCPOINT;MAT;8236;1491690,96;3238390,21;0,00;40,03;40,03
'863B;TCPOINT;MAT;127;1491829,99;3238383,61;40,03;40,03;0,00
'42C3A;TCPOINT;MAT;10076;1491815,89;3238450,40;40,04;40,04;0,00
'4138E;TCPOINT;MAT;8497;1491705,90;3238430,24;0,00;40,04;40,04
'868F;TCPOINT;MAT;148;1491806,72;3238384,40;40,04;40,04;0,00
'42F3E;TCPOINT;MAT;10269;1491850,92;3238435,44;40,05;40,05;0,00
'42662;TCPOINT;MAT;9702;1491775,98;3238380,33;40,05;40,05;0,00
'42FFE;TCPOINT;MAT;10317;1491865,95;3238415,46;40,06;40,06;0,00
'42CC6;TCPOINT;MAT;10111;1491820,89;3238450,40;40,06;40,06;0,00
'42C36;TCPOINT;MAT;10075;1491815,88;3238455,40;40,06;40,06;0,00
'421E6;TCPOINT;MAT;9415;1491755,90;3238440,31;40,06;40,06;0,00
'42DC2;TCPOINT;MAT;10174;1491830,90;3238445,42;40,07;40,07;0,00
'42D46;TCPOINT;MAT;10143;1491825,89;3238450,41;40,07;40,07;0,00
'4125E;TCPOINT;MAT;8421;1491701,00;3238360,22;0,00;40,07;40,07
'40F62;TCPOINT;MAT;8230;1491690,91;3238420,21;0,00;40,07;40,07
'42FC6;TCPOINT;MAT;10303;1491860,93;3238425,46;40,08;40,08;0,00
'42EEA;TCPOINT;MAT;10248;1491845,91;3238440,44;40,08;40,08;0,00
'4262A;TCPOINT;MAT;9688;1491775,88;3238450,34;40,08;40,08;0,00
'41E16;TCPOINT;MAT;9171;1491740,90;3238435,29;0,00;40,08;40,08
'41506;TCPOINT;MAT;8591;1491710,90;3238430,24;0,00;40,08;40,08
'410EE;TCPOINT;MAT;8329;1491695,98;3238375,22;0,00;40,08;40,08
'915BF;TCPOINT;MAT;1261;1491671,93;3238370,53;0,00;40,09;40,09
'4304E;TCPOINT;MAT;10337;1491875,97;3238400,47;0,00;40,09;40,09
'41FA2;TCPOINT;MAT;9270;1491745,99;3238370,28;0,00;40,09;40,09
'40F76;TCPOINT;MAT;8235;1491690,95;3238395,21;0,00;40,09;40,09
'40F6A;TCPOINT;MAT;8232;1491690,93;3238410,21;0,00;40,09;40,09
'91803;TCPOINT;MAT;1406;1491693,62;3238333,15;0,00;40,10;40,10
'42CCA;TCPOINT;MAT;10112;1491820,90;3238445,40;40,10;40,10;0,00
'42B9E;TCPOINT;MAT;10037;1491810,88;3238460,39;40,10;40,10;0,00
'410C6;TCPOINT;MAT;8319;1491695,91;3238425,22;0,00;40,10;40,10
'42D4A;TCPOINT;MAT;10144;1491825,90;3238445,41;40,11;40,11;0,00
'42C3E;TCPOINT;MAT;10077;1491815,90;3238445,39;40,11;40,11;0,00
'41E4A;TCPOINT;MAT;9184;1491740,99;3238370,28;0,00;40,11;40,11
'413CA;TCPOINT;MAT;8512;1491706,01;3238355,23;0,00;40,11;40,11
'40F72;TCPOINT;MAT;8234;1491690,94;3238400,21;0,00;40,11;40,11
'42E92;TCPOINT;MAT;10226;1491840,91;3238440,43;40,12;40,12;0,00
'40F6E;TCPOINT;MAT;8233;1491690,94;3238405,21;0,00;40,12;40,12
'40F66;TCPOINT;MAT;8231;1491690,92;3238415,21;0,00;40,12;40,12
'4302E;TCPOINT;MAT;10329;1491870,96;3238405,47;0,00;40,13;40,13
'42992;TCPOINT;MAT;9906;1491795,87;3238460,37;40,13;40,13;0,00
